#    L    TT             EE             TE             PP             TP          
   239    0.55380E+04    0.15692E+01    0.44269E+02    0.23544E+07    0.11791E+04
   240    0.55264E+04    0.16265E+01    0.45947E+02    0.23438E+07    0.11686E+04
   241    0.55143E+04    0.16859E+01    0.47622E+02    0.23333E+07    0.11583E+04
   242    0.55017E+04    0.17474E+01    0.49295E+02    0.23229E+07    0.11481E+04
   243    0.54884E+04    0.18110E+01    0.50963E+02    0.23125E+07    0.11381E+04
   244    0.54745E+04    0.18768E+01    0.52628E+02    0.23022E+07    0.11281E+04
   245    0.54601E+04    0.19447E+01    0.54286E+02    0.22920E+07    0.11183E+04
   246    0.54451E+04    0.20148E+01    0.55939E+02    0.22818E+07    0.11086E+04
   247    0.54296E+04    0.20869E+01    0.57584E+02    0.22718E+07    0.10990E+04
   248    0.54135E+04    0.21615E+01    0.59223E+02    0.22618E+07    0.10896E+04
   249    0.53969E+04    0.22381E+01    0.60853E+02    0.22518E+07    0.10802E+04
   250    0.53797E+04    0.23171E+01    0.62474E+02    0.22419E+07    0.10710E+04
   251    0.53621E+04    0.23981E+01    0.64086E+02    0.22321E+07    0.10618E+04
   252    0.53438E+04    0.24815E+01    0.65688E+02    0.22224E+07    0.10528E+04
   253    0.53251E+04    0.25670E+01    0.67278E+02    0.22127E+07    0.10439E+04
   254    0.53059E+04    0.26548E+01    0.68856E+02    0.22031E+07    0.10351E+04
   255    0.52862E+04    0.27448E+01    0.70422E+02    0.21935E+07    0.10264E+04
   256    0.52660E+04    0.28372E+01    0.71976E+02    0.21840E+07    0.10178E+04
   257    0.52453E+04    0.29317E+01    0.73511E+02    0.21746E+07    0.10093E+04
   258    0.52241E+04    0.30285E+01    0.75038E+02    0.21653E+07    0.10010E+04
   259    0.52025E+04    0.31276E+01    0.76543E+02    0.21560E+07    0.99268E+03
   260    0.51805E+04    0.32289E+01    0.78040E+02    0.21467E+07    0.98450E+03
   261    0.51580E+04    0.33324E+01    0.79508E+02    0.21375E+07    0.97642E+03
   262    0.51349E+04    0.34382E+01    0.80968E+02    0.21284E+07    0.96843E+03
   263    0.51117E+04    0.35463E+01    0.82414E+02    0.21194E+07    0.96054E+03
   264    0.50878E+04    0.36566E+01    0.83837E+02    0.21104E+07    0.95274E+03
   265    0.50635E+04    0.37690E+01    0.85231E+02    0.21014E+07    0.94504E+03
   266    0.50388E+04    0.38839E+01    0.86617E+02    0.20925E+07    0.93743E+03
   267    0.50136E+04    0.40007E+01    0.87973E+02    0.20837E+07    0.92990E+03
