#    L    TT             EE             BB             TE             PP             TP             EP          
   186    0.53489E+04    0.75000E+00    0.00000E+00   -0.30621E+02    0.63538E-07    0.11585E-03    0.67045E-08
   187    0.53687E+04    0.74078E+00    0.00000E+00   -0.29689E+02    0.63200E-07    0.11462E-03    0.10199E-07
   188    0.53881E+04    0.73192E+00    0.00000E+00   -0.28732E+02    0.62865E-07    0.11342E-03    0.13815E-07
   189    0.54068E+04    0.72347E+00    0.00000E+00   -0.27748E+02    0.62533E-07    0.11223E-03    0.17530E-07
   190    0.54253E+04    0.71547E+00    0.00000E+00   -0.26740E+02    0.62204E-07    0.11106E-03    0.21321E-07
   191    0.54430E+04    0.70794E+00    0.00000E+00   -0.25704E+02    0.61877E-07    0.10991E-03    0.25166E-07
   192    0.54603E+04    0.70092E+00    0.00000E+00   -0.24644E+02    0.61552E-07    0.10878E-03    0.29042E-07
   193    0.54770E+04    0.69444E+00    0.00000E+00   -0.23560E+02    0.61231E-07    0.10766E-03    0.32927E-07
   194    0.54933E+04    0.68855E+00    0.00000E+00   -0.22450E+02    0.60912E-07    0.10656E-03    0.36798E-07
   195    0.55089E+04    0.68326E+00    0.00000E+00   -0.21317E+02    0.60595E-07    0.10548E-03    0.40633E-07
   196    0.55240E+04    0.67863E+00    0.00000E+00   -0.20159E+02    0.60282E-07    0.10441E-03    0.44409E-07
   197    0.55387E+04    0.67470E+00    0.00000E+00   -0.18979E+02    0.59970E-07    0.10336E-03    0.48104E-07
   198    0.55528E+04    0.67148E+00    0.00000E+00   -0.17774E+02    0.59661E-07    0.10232E-03    0.51695E-07
   199    0.55664E+04    0.66903E+00    0.00000E+00   -0.16548E+02    0.59355E-07    0.10129E-03    0.55159E-07
   200    0.55794E+04    0.66737E+00    0.00000E+00   -0.15299E+02    0.59051E-07    0.10028E-03    0.58475E-07
   201    0.55919E+04    0.66655E+00    0.00000E+00   -0.14027E+02    0.58749E-07    0.99273E-04    0.61624E-07
   202    0.56038E+04    0.66660E+00    0.00000E+00   -0.12734E+02    0.58450E-07    0.98283E-04    0.64605E-07
   203    0.56151E+04    0.66756E+00    0.00000E+00   -0.11419E+02    0.58153E-07    0.97306E-04    0.67423E-07
   204    0.56258E+04    0.66946E+00    0.00000E+00   -0.10085E+02    0.57858E-07    0.96339E-04    0.70080E-07
   205    0.56359E+04    0.67235E+00    0.00000E+00   -0.87297E+01    0.57566E-07    0.95385E-04    0.72580E-07
   206    0.56453E+04    0.67626E+00    0.00000E+00   -0.73545E+01    0.57276E-07    0.94442E-04    0.74927E-07
   207    0.56542E+04    0.68122E+00    0.00000E+00   -0.59597E+01    0.56988E-07    0.93511E-04    0.77125E-07
   208    0.56624E+04    0.68728E+00    0.00000E+00   -0.45460E+01    0.56703E-07    0.92591E-04    0.79178E-07
   209    0.56700E+04    0.69446E+00    0.00000E+00   -0.31137E+01    0.56419E-07    0.91682E-04    0.81088E-07
   210    0.56769E+04    0.70281E+00    0.00000E+00   -0.16637E+01    0.56138E-07    0.90785E-04    0.82860E-07
   211    0.56833E+04    0.71237E+00    0.00000E+00   -0.19609E+00    0.55860E-07    0.89898E-04    0.84497E-07
   212    0.56889E+04    0.72316E+00    0.00000E+00    0.12882E+01    0.55583E-07    0.89023E-04    0.86003E-07
   213    0.56940E+04    0.73524E+00    0.00000E+00    0.27891E+01    0.55308E-07    0.88158E-04    0.87382E-07
   214    0.56984E+04    0.74859E+00    0.00000E+00    0.43056E+01    0.55036E-07    0.87304E-04    0.88637E-07
   215    0.57022E+04    0.76340E+00    0.00000E+00    0.58368E+01    0.54766E-07    0.86460E-04    0.89772E-07
   216    0.57053E+04    0.77950E+00    0.00000E+00    0.73831E+01    0.54497E-07    0.85627E-04    0.90790E-07
   217    0.57079E+04    0.79704E+00    0.00000E+00    0.89427E+01    0.54231E-07    0.84804E-04    0.91696E-07
   218    0.57098E+04    0.81602E+00    0.00000E+00    0.10516E+02    0.53967E-07    0.83991E-04    0.92492E-07
   219    0.57111E+04    0.83643E+00    0.00000E+00    0.12103E+02    0.53705E-07    0.83189E-04    0.93183E-07
   220    0.57118E+04    0.85844E+00    0.00000E+00    0.13700E+02    0.53445E-07    0.82396E-04    0.93772E-07
   221    0.57119E+04    0.88196E+00    0.00000E+00    0.15310E+02    0.53187E-07    0.81614E-04    0.94263E-07
   222    0.57114E+04    0.90715E+00    0.00000E+00    0.16930E+02    0.52931E-07    0.80841E-04    0.94659E-07
