#    L    TT             EE             BB             TE             PP             TP             EP          
   180    0.52843E+04    0.81935E+00    0.00000E+00   -0.36422E+02    0.64916E-07    0.12269E-03   -0.20197E-07
   181    0.53072E+04    0.80827E+00    0.00000E+00   -0.35653E+02    0.64562E-07    0.12134E-03   -0.16443E-07
   182    0.53297E+04    0.79739E+00    0.00000E+00   -0.34856E+02    0.64212E-07    0.12002E-03   -0.12495E-07
   183    0.53517E+04    0.78666E+00    0.00000E+00   -0.34032E+02    0.63864E-07    0.11871E-03   -0.83757E-08
   184    0.53732E+04    0.77613E+00    0.00000E+00   -0.33180E+02    0.63519E-07    0.11744E-03   -0.41069E-08
   185    0.53943E+04    0.76597E+00    0.00000E+00   -0.32303E+02    0.63177E-07    0.11618E-03    0.28944E-09
   186    0.54146E+04    0.75603E+00    0.00000E+00   -0.31397E+02    0.62838E-07    0.11494E-03    0.47914E-08
   187    0.54347E+04    0.74645E+00    0.00000E+00   -0.30465E+02    0.62501E-07    0.11373E-03    0.93771E-08
   188    0.54542E+04    0.73722E+00    0.00000E+00   -0.29508E+02    0.62168E-07    0.11253E-03    0.14024E-07
   189    0.54732E+04    0.72837E+00    0.00000E+00   -0.28523E+02    0.61837E-07    0.11135E-03    0.18712E-07
   190    0.54919E+04    0.71996E+00    0.00000E+00   -0.27514E+02    0.61509E-07    0.11019E-03    0.23417E-07
   191    0.55098E+04    0.71201E+00    0.00000E+00   -0.26478E+02    0.61184E-07    0.10905E-03    0.28118E-07
   192    0.55272E+04    0.70455E+00    0.00000E+00   -0.25416E+02    0.60861E-07    0.10793E-03    0.32793E-07
   193    0.55441E+04    0.69761E+00    0.00000E+00   -0.24330E+02    0.60541E-07    0.10682E-03    0.37421E-07
   194    0.55605E+04    0.69123E+00    0.00000E+00   -0.23218E+02    0.60223E-07    0.10573E-03    0.41979E-07
   195    0.55764E+04    0.68545E+00    0.00000E+00   -0.22083E+02    0.59908E-07    0.10466E-03    0.46445E-07
   196    0.55916E+04    0.68030E+00    0.00000E+00   -0.20922E+02    0.59596E-07    0.10360E-03    0.50797E-07
   197    0.56064E+04    0.67583E+00    0.00000E+00   -0.19739E+02    0.59286E-07    0.10255E-03    0.55015E-07
   198    0.56206E+04    0.67207E+00    0.00000E+00   -0.18532E+02    0.58979E-07    0.10152E-03    0.59074E-07
   199    0.56343E+04    0.66904E+00    0.00000E+00   -0.17302E+02    0.58674E-07    0.10050E-03    0.62955E-07
   200    0.56475E+04    0.66678E+00    0.00000E+00   -0.16050E+02    0.58371E-07    0.99492E-04    0.66635E-07
   201    0.56601E+04    0.66535E+00    0.00000E+00   -0.14774E+02    0.58071E-07    0.98497E-04    0.70096E-07
   202    0.56721E+04    0.66476E+00    0.00000E+00   -0.13477E+02    0.57774E-07    0.97514E-04    0.73339E-07
   203    0.56835E+04    0.66506E+00    0.00000E+00   -0.12158E+02    0.57478E-07    0.96543E-04    0.76370E-07
   204    0.56942E+04    0.66628E+00    0.00000E+00   -0.10819E+02    0.57185E-07    0.95584E-04    0.79194E-07
   205    0.57044E+04    0.66847E+00    0.00000E+00   -0.94593E+01    0.56895E-07    0.94635E-04    0.81815E-07
   206    0.57139E+04    0.67166E+00    0.00000E+00   -0.80789E+01    0.56606E-07    0.93699E-04    0.84239E-07
   207    0.57229E+04    0.67588E+00    0.00000E+00   -0.66788E+01    0.56320E-07    0.92773E-04    0.86472E-07
   208    0.57311E+04    0.68117E+00    0.00000E+00   -0.52595E+01    0.56036E-07    0.91859E-04    0.88518E-07
   209    0.57387E+04    0.68756E+00    0.00000E+00   -0.38213E+01    0.55755E-07    0.90955E-04    0.90383E-07
   210    0.57457E+04    0.69511E+00    0.00000E+00   -0.23651E+01    0.55475E-07    0.90063E-04    0.92072E-07
   211    0.57521E+04    0.70384E+00    0.00000E+00   -0.89109E+00    0.55198E-07    0.89181E-04    0.93589E-07
   212    0.57577E+04    0.71378E+00    0.00000E+00    0.59986E+00    0.54923E-07    0.88311E-04    0.94941E-07
   213    0.57628E+04    0.72499E+00    0.00000E+00    0.21078E+01    0.54650E-07    0.87450E-04    0.96133E-07
   214    0.57672E+04    0.73744E+00    0.00000E+00    0.36314E+01    0.54379E-07    0.86601E-04    0.97169E-07
   215    0.57710E+04    0.75134E+00    0.00000E+00    0.51701E+01    0.54111E-07    0.85761E-04    0.98055E-07
   216    0.57741E+04    0.76649E+00    0.00000E+00    0.67242E+01    0.53844E-07    0.84932E-04    0.98796E-07
   217    0.57766E+04    0.78307E+00    0.00000E+00    0.82918E+01    0.53580E-07    0.84114E-04    0.99397E-07
   218    0.57785E+04    0.80106E+00    0.00000E+00    0.98731E+01    0.53318E-07    0.83305E-04    0.99863E-07
   219    0.57798E+04    0.82047E+00    0.00000E+00    0.11469E+02    0.53057E-07    0.82506E-04    0.10020E-06
   220    0.57804E+04    0.84144E+00    0.00000E+00    0.13075E+02    0.52799E-07    0.81717E-04    0.10041E-06
   221    0.57805E+04    0.86391E+00    0.00000E+00    0.14693E+02    0.52543E-07    0.80938E-04    0.10051E-06
   222    0.57799E+04    0.88801E+00    0.00000E+00    0.16323E+02    0.52288E-07    0.80169E-04    0.10049E-06
   223    0.57786E+04    0.91369E+00    0.00000E+00    0.17964E+02    0.52036E-07    0.79409E-04    0.10036E-06
   224    0.57768E+04    0.94093E+00    0.00000E+00    0.19612E+02    0.51786E-07    0.78658E-04    0.10013E-06
   225    0.57743E+04    0.96989E+00    0.00000E+00    0.21272E+02    0.51537E-07    0.77917E-04    0.99795E-07
   226    0.57712E+04    0.10006E+01    0.00000E+00    0.22939E+02    0.51291E-07    0.77185E-04    0.99372E-07
   227    0.57674E+04    0.10330E+01    0.00000E+00    0.24614E+02    0.51046E-07    0.76463E-04    0.98860E-07
   228    0.57630E+04    0.10671E+01    0.00000E+00    0.26296E+02    0.50803E-07    0.75749E-04    0.98266E-07
   229    0.57581E+04    0.11030E+01    0.00000E+00    0.27984E+02    0.50562E-07    0.75044E-04    0.97594E-07
