#    L    TT             EE             TE             PP             TP          
   227    0.54768E+04    0.10183E+01    0.24273E+02    0.23894E+07    0.13264E+04
   228    0.54727E+04    0.10524E+01    0.25879E+02    0.23782E+07    0.13141E+04
   229    0.54680E+04    0.10882E+01    0.27491E+02    0.23670E+07    0.13019E+04
   230    0.54627E+04    0.11258E+01    0.29109E+02    0.23560E+07    0.12900E+04
   231    0.54567E+04    0.11652E+01    0.30732E+02    0.23450E+07    0.12782E+04
   232    0.54502E+04    0.12063E+01    0.32358E+02    0.23341E+07    0.12665E+04
   233    0.54431E+04    0.12495E+01    0.33987E+02    0.23233E+07    0.12550E+04
   234    0.54353E+04    0.12944E+01    0.35619E+02    0.23126E+07    0.12437E+04
   235    0.54270E+04    0.13412E+01    0.37252E+02    0.23019E+07    0.12325E+04
   236    0.54180E+04    0.13900E+01    0.38886E+02    0.22914E+07    0.12214E+04
   237    0.54084E+04    0.14407E+01    0.40521E+02    0.22809E+07    0.12105E+04
   238    0.53983E+04    0.14934E+01    0.42155E+02    0.22705E+07    0.11997E+04
   239    0.53876E+04    0.15480E+01    0.43789E+02    0.22601E+07    0.11891E+04
   240    0.53762E+04    0.16046E+01    0.45420E+02    0.22499E+07    0.11786E+04
   241    0.53644E+04    0.16634E+01    0.47048E+02    0.22397E+07    0.11682E+04
   242    0.53519E+04    0.17240E+01    0.48674E+02    0.22295E+07    0.11580E+04
   243    0.53389E+04    0.17868E+01    0.50295E+02    0.22195E+07    0.11479E+04
   244    0.53253E+04    0.18517E+01    0.51913E+02    0.22095E+07    0.11379E+04
   245    0.53111E+04    0.19186E+01    0.53524E+02    0.21996E+07    0.11281E+04
   246    0.52965E+04    0.19877E+01    0.55130E+02    0.21898E+07    0.11183E+04
   247    0.52812E+04    0.20587E+01    0.56728E+02    0.21800E+07    0.11087E+04
   248    0.52654E+04    0.21322E+01    0.58319E+02    0.21703E+07    0.10992E+04
   249    0.52492E+04    0.22076E+01    0.59903E+02    0.21606E+07    0.10898E+04
   250    0.52324E+04    0.22853E+01    0.61476E+02    0.21511E+07    0.10805E+04
   251    0.52151E+04    0.23651E+01    0.63041E+02    0.21416E+07    0.10713E+04
   252    0.51972E+04    0.24471E+01    0.64596E+02    0.21321E+07    0.10623E+04
   253    0.51790E+04    0.25311E+01    0.66139E+02    0.21227E+07    0.10533E+04
   254    0.51602E+04    0.26175E+01    0.67670E+02    0.21134E+07    0.10444E+04
   255    0.51409E+04    0.27059E+01    0.69190E+02    0.21042E+07    0.10357E+04
   256    0.51211E+04    0.27967E+01    0.70698E+02    0.20950E+07    0.10270E+04
   257    0.51009E+04    0.28895E+01    0.72186E+02    0.20858E+07    0.10184E+04
   258    0.50802E+04    0.29846E+01    0.73667E+02    0.20768E+07    0.10100E+04
   259    0.50591E+04    0.30818E+01    0.75126E+02    0.20678E+07    0.10016E+04
   260    0.50376E+04    0.31813E+01    0.76578E+02    0.20588E+07    0.99334E+03
   261    0.50155E+04    0.32829E+01    0.78001E+02    0.20499E+07    0.98517E+03
   262    0.49930E+04    0.33868E+01    0.79416E+02    0.20411E+07    0.97709E+03
