#    L    TT             EE             TE             PP             TP          
   231    0.56776E+04    0.12154E+01    0.32090E+02    0.23435E+07    0.12659E+04
   232    0.56708E+04    0.12583E+01    0.33783E+02    0.23326E+07    0.12543E+04
   233    0.56634E+04    0.13033E+01    0.35479E+02    0.23218E+07    0.12429E+04
   234    0.56552E+04    0.13502E+01    0.37177E+02    0.23111E+07    0.12316E+04
   235    0.56465E+04    0.13991E+01    0.38877E+02    0.23004E+07    0.12204E+04
   236    0.56372E+04    0.14499E+01    0.40578E+02    0.22899E+07    0.12094E+04
   237    0.56272E+04    0.15028E+01    0.42279E+02    0.22794E+07    0.11985E+04
   238    0.56166E+04    0.15578E+01    0.43980E+02    0.22690E+07    0.11878E+04
   239    0.56055E+04    0.16148E+01    0.45681E+02    0.22586E+07    0.11772E+04
   240    0.55936E+04    0.16738E+01    0.47378E+02    0.22484E+07    0.11667E+04
   241    0.55812E+04    0.17351E+01    0.49073E+02    0.22382E+07    0.11563E+04
   242    0.55683E+04    0.17984E+01    0.50764E+02    0.22281E+07    0.11461E+04
   243    0.55547E+04    0.18639E+01    0.52451E+02    0.22180E+07    0.11360E+04
   244    0.55406E+04    0.19315E+01    0.54135E+02    0.22081E+07    0.11260E+04
   245    0.55258E+04    0.20013E+01    0.55811E+02    0.21982E+07    0.11162E+04
   246    0.55105E+04    0.20734E+01    0.57482E+02    0.21883E+07    0.11064E+04
   247    0.54947E+04    0.21475E+01    0.59145E+02    0.21786E+07    0.10968E+04
   248    0.54782E+04    0.22242E+01    0.60801E+02    0.21689E+07    0.10873E+04
   249    0.54613E+04    0.23028E+01    0.62448E+02    0.21592E+07    0.10779E+04
   250    0.54438E+04    0.23839E+01    0.64085E+02    0.21497E+07    0.10687E+04
   251    0.54258E+04    0.24671E+01    0.65713E+02    0.21402E+07    0.10595E+04
   252    0.54071E+04    0.25527E+01    0.67331E+02    0.21307E+07    0.10505E+04
   253    0.53882E+04    0.26404E+01    0.68936E+02    0.21214E+07    0.10416E+04
   254    0.53686E+04    0.27305E+01    0.70529E+02    0.21120E+07    0.10327E+04
   255    0.53485E+04    0.28228E+01    0.72110E+02    0.21028E+07    0.10240E+04
   256    0.53279E+04    0.29175E+01    0.73679E+02    0.20936E+07    0.10154E+04
   257    0.53069E+04    0.30143E+01    0.75227E+02    0.20845E+07    0.10069E+04
   258    0.52853E+04    0.31136E+01    0.76768E+02    0.20754E+07    0.99847E+03
   259    0.52633E+04    0.32151E+01    0.78285E+02    0.20664E+07    0.99016E+03
   260    0.52409E+04    0.33189E+01    0.79796E+02    0.20575E+07    0.98195E+03
   261    0.52179E+04    0.34249E+01    0.81275E+02    0.20486E+07    0.97385E+03
   262    0.51945E+04    0.35333E+01    0.82748E+02    0.20398E+07    0.96584E+03
   263    0.51709E+04    0.36439E+01    0.84204E+02    0.20310E+07    0.95792E+03
   264    0.51466E+04    0.37568E+01    0.85639E+02    0.20223E+07    0.95010E+03
   265    0.51219E+04    0.38719E+01    0.87043E+02    0.20137E+07    0.94237E+03
   266    0.50968E+04    0.39894E+01    0.88439E+02    0.20051E+07    0.93474E+03
   267    0.50712E+04    0.41089E+01    0.89805E+02    0.19965E+07    0.92720E+03
   268    0.50452E+04    0.42309E+01    0.91155E+02    0.19881E+07    0.91974E+03
   269    0.50187E+04    0.43550E+01    0.92483E+02    0.19796E+07    0.91238E+03
   270    0.49919E+04    0.44813E+01    0.93788E+02    0.19713E+07    0.90510E+03
   271    0.49647E+04    0.46097E+01    0.95071E+02    0.19630E+07    0.89791E+03
   272    0.49373E+04    0.47405E+01    0.96323E+02    0.19547E+07    0.89080E+03
   273    0.49094E+04    0.48732E+01    0.97560E+02    0.19465E+07    0.88378E+03
   274    0.48812E+04    0.50082E+01    0.98759E+02    0.19384E+07    0.87683E+03
   275    0.48527E+04    0.51452E+01    0.99942E+02    0.19303E+07    0.86997E+03
   276    0.48239E+04    0.52843E+01    0.10109E+03    0.19222E+07    0.86319E+03
   277    0.47946E+04    0.54254E+01    0.10222E+03    0.19142E+07    0.85648E+03
   278    0.47651E+04    0.55687E+01    0.10331E+03    0.19063E+07    0.84985E+03
   279    0.47354E+04    0.57139E+01    0.10437E+03    0.18984E+07    0.84330E+03
   280    0.47053E+04    0.58610E+01    0.10542E+03    0.18906E+07    0.83682E+03
   281    0.46750E+04    0.60102E+01    0.10643E+03    0.18828E+07    0.83041E+03
   282    0.46443E+04    0.61612E+01    0.10741E+03    0.18750E+07    0.82408E+03
   283    0.46135E+04    0.63141E+01    0.10836E+03    0.18674E+07    0.81781E+03
   284    0.45824E+04    0.64689E+01    0.10928E+03    0.18597E+07    0.81162E+03
   285    0.45511E+04    0.66256E+01    0.11016E+03    0.18521E+07    0.80549E+03
   286    0.45195E+04    0.67840E+01    0.11101E+03    0.18446E+07    0.79943E+03
   287    0.44877E+04    0.69442E+01    0.11184E+03    0.18371E+07    0.79343E+03
   288    0.44557E+04    0.71061E+01    0.11263E+03    0.18296E+07    0.78750E+03
   289    0.44235E+04    0.72696E+01    0.11339E+03    0.18222E+07    0.78163E+03
   290    0.43911E+04    0.74347E+01    0.11412E+03    0.18149E+07    0.77582E+03
   291    0.43586E+04    0.76020E+01    0.11480E+03    0.18075E+07    0.77007E+03
   292    0.43256E+04    0.77705E+01    0.11546E+03    0.18003E+07    0.76437E+03
   293    0.42928E+04    0.79397E+01    0.11608E+03    0.17931E+07    0.75874E+03
   294    0.42597E+04    0.81112E+01    0.11667E+03    0.17859E+07    0.75316E+03
   295    0.42266E+04    0.82835E+01    0.11722E+03    0.17787E+07    0.74764E+03
   296    0.41933E+04    0.84580E+01    0.11773E+03    0.17716E+07    0.74217E+03
   297    0.41599E+04    0.86326E+01    0.11822E+03    0.17646E+07    0.73675E+03
   298    0.41262E+04    0.88093E+01    0.11866E+03    0.17576E+07    0.73138E+03
   299    0.40926E+04    0.89876E+01    0.11906E+03    0.17506E+07    0.72606E+03
   300    0.40588E+04    0.91660E+01    0.11942E+03    0.17437E+07    0.72079E+03
