#    L    TT             EE             TE             PP             TP          
   266    0.53307E+04    0.41635E+01    0.92351E+02    0.20978E+07    0.97649E+03
   267    0.53039E+04    0.42883E+01    0.93780E+02    0.20889E+07    0.96858E+03
   268    0.52768E+04    0.44157E+01    0.95192E+02    0.20800E+07    0.96077E+03
   269    0.52491E+04    0.45453E+01    0.96581E+02    0.20712E+07    0.95304E+03
   270    0.52211E+04    0.46772E+01    0.97946E+02    0.20625E+07    0.94541E+03
   271    0.51927E+04    0.48113E+01    0.99287E+02    0.20538E+07    0.93787E+03
   272    0.51640E+04    0.49479E+01    0.10060E+03    0.20451E+07    0.93041E+03
   273    0.51348E+04    0.50864E+01    0.10189E+03    0.20365E+07    0.92305E+03
   274    0.51054E+04    0.52274E+01    0.10315E+03    0.20280E+07    0.91576E+03
   275    0.50755E+04    0.53704E+01    0.10438E+03    0.20196E+07    0.90856E+03
   276    0.50454E+04    0.55156E+01    0.10558E+03    0.20111E+07    0.90145E+03
   277    0.50148E+04    0.56630E+01    0.10677E+03    0.20028E+07    0.89441E+03
   278    0.49840E+04    0.58126E+01    0.10791E+03    0.19945E+07    0.88746E+03
   279    0.49528E+04    0.59641E+01    0.10902E+03    0.19862E+07    0.88059E+03
   280    0.49214E+04    0.61178E+01    0.11012E+03    0.19780E+07    0.87379E+03
   281    0.48898E+04    0.62735E+01    0.11118E+03    0.19699E+07    0.86707E+03
   282    0.48577E+04    0.64311E+01    0.11220E+03    0.19618E+07    0.86042E+03
   283    0.48254E+04    0.65907E+01    0.11320E+03    0.19537E+07    0.85385E+03
   284    0.47929E+04    0.67523E+01    0.11416E+03    0.19457E+07    0.84736E+03
   285    0.47602E+04    0.69159E+01    0.11509E+03    0.19378E+07    0.84093E+03
   286    0.47271E+04    0.70813E+01    0.11598E+03    0.19299E+07    0.83457E+03
   287    0.46939E+04    0.72485E+01    0.11685E+03    0.19221E+07    0.82828E+03
   288    0.46604E+04    0.74175E+01    0.11768E+03    0.19143E+07    0.82206E+03
   289    0.46267E+04    0.75882E+01    0.11847E+03    0.19065E+07    0.81591E+03
   290    0.45929E+04    0.77606E+01    0.11924E+03    0.18988E+07    0.80982E+03
   291    0.45589E+04    0.79353E+01    0.11995E+03    0.18912E+07    0.80379E+03
   292    0.45245E+04    0.81111E+01    0.12065E+03    0.18835E+07    0.79783E+03
   293    0.44901E+04    0.82879E+01    0.12129E+03    0.18760E+07    0.79193E+03
   294    0.44555E+04    0.84669E+01    0.12191E+03    0.18685E+07    0.78608E+03
   295    0.44210E+04    0.86468E+01    0.12249E+03    0.18610E+07    0.78030E+03
   296    0.43861E+04    0.88290E+01    0.12303E+03    0.18536E+07    0.77457E+03
   297    0.43512E+04    0.90113E+01    0.12354E+03    0.18462E+07    0.76890E+03
   298    0.43160E+04    0.91959E+01    0.12400E+03    0.18389E+07    0.76328E+03
   299    0.42809E+04    0.93821E+01    0.12443E+03    0.18316E+07    0.75772E+03
   300    0.42456E+04    0.95684E+01    0.12481E+03    0.18243E+07    0.75221E+03
   301    0.42102E+04    0.97563E+01    0.12516E+03    0.18171E+07    0.74675E+03
   302    0.41748E+04    0.99449E+01    0.12548E+03    0.18099E+07    0.74134E+03
   303    0.41393E+04    0.10135E+02    0.12575E+03    0.18028E+07    0.73598E+03
   304    0.41037E+04    0.10327E+02    0.12598E+03    0.17957E+07    0.73067E+03
   305    0.40682E+04    0.10519E+02    0.12617E+03    0.17887E+07    0.72541E+03
   306    0.40326E+04    0.10711E+02    0.12632E+03    0.17817E+07    0.72019E+03
   307    0.39970E+04    0.10905E+02    0.12643E+03    0.17747E+07    0.71502E+03
   308    0.39613E+04    0.11101E+02    0.12651E+03    0.17678E+07    0.70990E+03
   309    0.39258E+04    0.11296E+02    0.12654E+03    0.17609E+07    0.70483E+03
   310    0.38902E+04    0.11491E+02    0.12653E+03    0.17541E+07    0.69980E+03
   311    0.38546E+04    0.11688E+02    0.12648E+03    0.17472E+07    0.69481E+03
   312    0.38192E+04    0.11885E+02    0.12639E+03    0.17405E+07    0.68987E+03
   313    0.37837E+04    0.12082E+02    0.12626E+03    0.17338E+07    0.68497E+03
   314    0.37484E+04    0.12280E+02    0.12610E+03    0.17271E+07    0.68011E+03
   315    0.37131E+04    0.12478E+02    0.12589E+03    0.17204E+07    0.67530E+03
   316    0.36778E+04    0.12676E+02    0.12564E+03    0.17138E+07    0.67052E+03
   317    0.36427E+04    0.12873E+02    0.12535E+03    0.17072E+07    0.66579E+03
   318    0.36076E+04    0.13072E+02    0.12502E+03    0.17007E+07    0.66110E+03
   319    0.35727E+04    0.13270E+02    0.12465E+03    0.16942E+07    0.65645E+03
   320    0.35380E+04    0.13469E+02    0.12424E+03    0.16877E+07    0.65183E+03
